,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
440,The books about Monet aren't vanishing.,The books about Monet wasn't vanishing.,The books about Monet,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,440,books,The books about Monet
441,The book about the Impressionists doesn't vanish.,The book about the Impressionists don't vanish.,The book about the Impressionists,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,441,book,The book about the Impressionists
442,The movie about the Great Lakes shocks Carol.,The movie about the Great Lakes shock Carol.,The movie about the Great Lakes,shocks,shock,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,442,movie,The movie about the Great Lakes
443,The sons of Dennis don't explain everything.,The sons of Dennis doesn't explain everything.,The sons of Dennis,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,443,sons,The sons of Dennis
444,The report about the Borgias wasn't confusing Clyde.,The report about the Borgias weren't confusing Clyde.,The report about the Borgias,wasn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,444,report,The report about the Borgias
445,The fathers of Sheila research art.,The fathers of Sheila researches art.,The fathers of Sheila,research,researches,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,445,NA,NA
446,The nephews of Stephen do resemble these paintings.,The nephews of Stephen does resemble these paintings.,The nephews of Stephen,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,446,nephews,The nephews of Stephen
447,The cousins of Naomi do admire the eye.,The cousins of Naomi does admire the eye.,The cousins of Naomi,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,447,cousins,The cousins of Naomi
448,A sister of these adults does worry Aaron.,A sister of these adults do worry Aaron.,A sister of these adults,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,448,sister,A sister of these adults
449,The grandmother of men threatens to write.,The grandmother of men threaten to write.,The grandmother of men,threatens,threaten,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,449,grandmother,The grandmother of men
450,The movie about the Great Lakes distracts Florence.,The movie about the Great Lakes distract Florence.,The movie about the Great Lakes,distracts,distract,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,450,movie,The movie about the Great Lakes
451,A drawing of a lot of carts has embarrassed many museums.,A drawing of a lot of carts have embarrassed many museums.,A drawing of a lot of carts,has,have,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,451,drawing,A drawing of a lot of carts
452,The paintings of Joel were looking like all prints.,The paintings of Joel was looking like all prints.,The paintings of Joel,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,452,paintings,The paintings of Joel
453,The shows about Spain were alarming that person.,The shows about Spain was alarming that person.,The shows about Spain,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,453,shows,The shows about Spain
454,The paintings of the restaurant shock Donald.,The paintings of the restaurant shocks Donald.,The paintings of the restaurant,shock,shocks,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,454,NA,NA
455,The photograph of these glasses wasn't irritating Homer.,The photograph of these glasses aren't irritating Homer.,The photograph of these glasses,wasn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,455,photograph,The photograph of these glasses
456,The movies about literature alarm Bruce.,The movies about literature alarms Bruce.,The movies about literature,alarm,alarms,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,456,NA,NA
457,A drawing of these mushrooms hasn't annoyed a lady.,A drawing of these mushrooms haven't annoyed a lady.,A drawing of these mushrooms,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,457,drawing,A drawing of these mushrooms
458,The paintings of this broccoli don't stun Roger.,The paintings of this broccoli doesn't stun Roger.,The paintings of this broccoli,don't,doesn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,458,paintings,The paintings of this broccoli
459,The sister of some guys doesn't think Stacy can't wear many pants.,The sister of some guys don't think Stacy can't wear many pants.,The sister of some guys,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,459,sister,The sister of some guys
460,The prints of Denise look like most drawings.,The prints of Denise looks like most drawings.,The prints of Denise,look like,looks like,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,460,prints,The prints of Denise
461,The newspaper articles about Monet were boring Robert.,The newspaper articles about Monet was boring Robert.,The newspaper articles about Monet,were,was,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,461,articles,The newspaper articles about Monet
462,A movie about the Borgias doesn't sound like Katherine.,A movie about the Borgias don't sound like Katherine.,A movie about the Borgias,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,462,movie,A movie about the Borgias
463,The essays about science do disgust that legislature.,The essays about science does disgust that legislature.,The essays about science,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,463,essays,The essays about science
464,The brochure about the Impressionists isn't upsetting Caroline.,The brochure about the Impressionists weren't upsetting Caroline.,The brochure about the Impressionists,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,464,brochure,The brochure about the Impressionists
465,The sisters of Tammy clean a lake.,The sisters of Tammy cleans a lake.,The sisters of Tammy,clean,cleans,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,465,sisters,The sisters of Tammy
466,A book about current events hasn't aggravated Christina.,A book about current events haven't aggravated Christina.,A book about current events,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,466,book,A book about current events
467,The photograph of the dogs has impressed Judy.,The photograph of the dogs have impressed Judy.,The photograph of the dogs,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,467,photograph,The photograph of the dogs
468,The movies about Galileo haven't won.,The movies about Galileo hasn't won.,The movies about Galileo,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,468,movies,The movies about Galileo
469,The picture of most students doesn't alarm Amelia.,The picture of most students don't alarm Amelia.,The picture of most students,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,469,picture,The picture of most students
470,A movie about current events disturbs a lot of senators.,A movie about current events disturb a lot of senators.,A movie about current events,disturbs,disturb,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,470,movie,A movie about current events
471,The friends of Carl aren't approaching Guy.,The friends of Carl isn't approaching Guy.,The friends of Carl,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,471,friends,The friends of Carl
472,The pictures of some skirt alarm that adult.,The pictures of some skirt alarms that adult.,The pictures of some skirt,alarm,alarms,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,472,NA,NA
473,The grandfathers of every guest entreat Angela to get a job.,The grandfathers of every guest entreats Angela to get a job.,The grandfathers of every guest,entreat,entreats,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,473,grandfathers,The grandfathers of every guest entreat Angela
474,The commentaries about music stun those companies.,The commentaries about music stuns those companies.,The commentaries about music,stun,stuns,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,474,commentaries,The commentaries about music
475,The mothers of some adult have healed Patricia.,The mothers of some adult has healed Patricia.,The mothers of some adult,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,475,mothers,The mothers of some adult
476,A sketch of most computers falls.,A sketch of most computers fall.,A sketch of most computers,falls,fall,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,476,sketch,A sketch of most computers
477,The documentary about the Lutherans distracts James.,The documentary about the Lutherans distract James.,The documentary about the Lutherans,distracts,distract,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,477,documentary,The documentary about the Lutherans
478,The essays about art have astounded Theresa.,The essays about art has astounded Theresa.,The essays about art,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,478,essays,The essays about art
479,The granddaughters of Cindy induce some child to forfeit.,The granddaughters of Cindy induces some child to forfeit.,The granddaughters of Cindy,induce,induces,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,479,granddaughters,The granddaughters of Cindy
480,The mothers of Monica were attacking Victoria.,The mothers of Monica is attacking Victoria.,The mothers of Monica,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,480,mothers,The mothers of Monica
481,The books about Winston Churchill do distract Sally.,The books about Winston Churchill does distract Sally.,The books about Winston Churchill,do,does,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,481,books,The books about Winston Churchill
482,The grandmother of a lot of actresses wasn't discovering who hadn't responded.,The grandmother of a lot of actresses weren't discovering who hadn't responded.,The grandmother of a lot of actresses,wasn't,weren't,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,482,grandmother,The grandmother of a lot of actresses
483,The reports about Galileo aren't falling.,The reports about Galileo isn't falling.,The reports about Galileo,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,483,reports,The reports about Galileo
484,The reports about literature do impress Omar.,The reports about literature does impress Omar.,The reports about literature,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,484,reports,The reports about literature
485,A commentary about the Borgias was boring Colleen.,A commentary about the Borgias are boring Colleen.,A commentary about the Borgias,was,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,485,commentary,A commentary about the Borgias
486,The grandfathers of Gary don't hunt.,The grandfathers of Gary doesn't hunt.,The grandfathers of Gary,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,486,grandfathers,The grandfathers of Gary
487,The mother of the Impressionists doesn't annoy Dan.,The mother of the Impressionists don't annoy Dan.,The mother of the Impressionists,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,487,mother,The mother of the Impressionists
488,The show about the Lutherans does disgust Marla.,The show about the Lutherans do disgust Marla.,The show about the Lutherans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,488,show,The show about the Lutherans
489,The play about the Borgias has won.,The play about the Borgias have won.,The play about the Borgias,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,489,play,The play about the Borgias
490,The paintings of Danielle weren't aggravating Galileo.,The paintings of Danielle isn't aggravating Galileo.,The paintings of Danielle,weren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,490,paintings,The paintings of Danielle
491,The drawings of Mary do bore the Borgias.,The drawings of Mary does bore the Borgias.,The drawings of Mary,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,491,drawings,The drawings of Mary
492,The show about the Great Lakes aggravates Michael.,The show about the Great Lakes aggravate Michael.,The show about the Great Lakes,aggravates,aggravate,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,492,show,The show about the Great Lakes
493,The prints of Pamela vanish.,The prints of Pamela vanishes.,The prints of Pamela,vanish,vanishes,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,493,prints,The prints of Pamela
494,A granddaughter of a lot of teachers isn't judging Carla to complain.,A granddaughter of a lot of teachers weren't judging Carla to complain.,A granddaughter of a lot of teachers,isn't,weren't,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,494,granddaughter,A granddaughter of a lot of teachers
495,A cousin of ladies wonders who is running around all public parks.,A cousin of ladies wonder who is running around all public parks.,A cousin of ladies,wonders,wonder,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,495,cousin,A cousin of ladies
496,The shows about Galileo do disturb some university.,The shows about Galileo does disturb some university.,The shows about Galileo,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,496,shows,The shows about Galileo
497,The friends of that child have irritated Allison.,The friends of that child has irritated Allison.,The friends of that child,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,497,friends,The friends of that child
498,The pamphlets about Monet have sounded like public parks.,The pamphlets about Monet has sounded like public parks.,The pamphlets about Monet,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,498,pamphlets,The pamphlets about Monet
499,A painting of those bikes is scaring Laura.,A painting of those bikes are scaring Laura.,A painting of those bikes,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,499,painting,A painting of those bikes
500,The paintings of a guy are scaring Homer.,The paintings of a guy is scaring Homer.,The paintings of a guy,are,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,500,paintings,The paintings of a guy
501,The pictures of this picture have vanished.,The pictures of this picture has vanished.,The pictures of this picture,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,501,pictures,The pictures of this picture
502,The print of those projectors confuses Tara.,The print of those projectors confuse Tara.,The print of those projectors,confuses,confuse,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,502,print,The print of those projectors
503,The sketches of some slope weren't shocking Barbara.,The sketches of some slope isn't shocking Barbara.,The sketches of some slope,weren't,isn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,503,sketches,The sketches of some slope
504,A commentary about the Clintons does irritate Marla.,A commentary about the Clintons do irritate Marla.,A commentary about the Clintons,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,504,commentary,A commentary about the Clintons
505,The photograph of actresses does hurt Cynthia.,The photograph of actresses do hurt Cynthia.,The photograph of actresses,does,do,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,505,photograph,The photograph of actresses
506,The books about literature scare Michael.,The books about literature scares Michael.,The books about literature,scare,scares,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,506,books,The books about literature
507,The books about music hurt Becca.,The books about music hurts Becca.,The books about music,hurt,hurts,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,507,books,The books about music
508,The mothers of Joel have attacked Bethany.,The mothers of Joel has attacked Bethany.,The mothers of Joel,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,508,mothers,The mothers of Joel
509,The son of most customers hasn't thought Jacqueline isn't biking to these cafes.,The son of most customers haven't thought Jacqueline isn't biking to these cafes.,The son of most customers,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,509,son,The son of most customers
510,The grandmothers of Stephanie do upset Ellen.,The grandmothers of Stephanie does upset Ellen.,The grandmothers of Stephanie,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,510,grandmothers,The grandmothers of Stephanie
511,The shows about Harvard University have upset those guests.,The shows about Harvard University has upset those guests.,The shows about Harvard University,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,511,shows,The shows about Harvard University
512,The daughter of those girls has studied.,The daughter of those girls have studied.,The daughter of those girls,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,512,daughter,The daughter of those girls
513,The brother of those adults does forget Kristen.,The brother of those adults do forget Kristen.,The brother of those adults,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,513,brother,The brother of those adults
514,The nephew of guys does clean a movie theater.,The nephew of guys do clean a movie theater.,The nephew of guys,does,do,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,514,nephew,The nephew of guys
515,The commentaries about art bother Galileo.,The commentaries about art bothers Galileo.,The commentaries about art,bother,bothers,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,515,commentaries,The commentaries about art
516,The book about the Clintons does disturb the hospital.,The book about the Clintons do disturb the hospital.,The book about the Clintons,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,516,book,The book about the Clintons
517,The fathers of Cindy do fail to clean many reports.,The fathers of Cindy does fail to clean many reports.,The fathers of Cindy,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,517,fathers,The fathers of Cindy
518,The movie about the Balkans isn't irritating Tammy.,The movie about the Balkans aren't irritating Tammy.,The movie about the Balkans,isn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,518,movie,The movie about the Balkans
519,The fathers of George were scanning that report.,The fathers of George was scanning that report.,The fathers of George,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,519,fathers,The fathers of George
520,The newspaper article about the Lutherans doesn't appear.,The newspaper article about the Lutherans don't appear.,The newspaper article about the Lutherans,doesn't,don't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,520,article,The newspaper article about the Lutherans
521,The painting of the Lutherans does bother Matt.,The painting of the Lutherans do bother Matt.,The painting of the Lutherans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,521,painting,The painting of the Lutherans
522,The sister of all cashiers forces Andrea's best friend to cry.,The sister of all cashiers force Andrea's best friend to cry.,The sister of all cashiers,forces,force,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,522,sister,The sister of all cashiers forces Andrea's best friend
523,The drawings of Ruth were hurting that lady.,The drawings of Ruth is hurting that lady.,The drawings of Ruth,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,523,drawings,The drawings of Ruth
524,The prints of Carrie do scare a patient.,The prints of Carrie does scare a patient.,The prints of Carrie,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,524,prints,The prints of Carrie
525,The brochures about literature are impressing Ellen.,The brochures about literature is impressing Ellen.,The brochures about literature,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,525,brochures,The brochures about literature
526,The paintings of a gate haven't worried that hospital.,The paintings of a gate hasn't worried that hospital.,The paintings of a gate,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,526,paintings,The paintings of a gate
527,A picture of those carriages does impress a woman.,A picture of those carriages do impress a woman.,A picture of those carriages,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,527,picture,A picture of those carriages
528,The friends of Ruth weren't hugging Scott.,The friends of Ruth wasn't hugging Scott.,The friends of Ruth,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,528,friends,The friends of Ruth
529,The drawings of every sketch haven't impressed Holly.,The drawings of every sketch hasn't impressed Holly.,The drawings of every sketch,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,529,drawings,The drawings of every sketch
530,The nephew of most adults is arriving at this high school.,The nephew of most adults are arriving at this high school.,The nephew of most adults,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,530,nephew,The nephew of most adults
531,The nieces of Rachel have sat down.,The nieces of Rachel has sat down.,The nieces of Rachel,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,531,nieces,The nieces of Rachel
532,The grandfathers of Charles have escaped.,The grandfathers of Charles has escaped.,The grandfathers of Charles,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,532,grandfathers,The grandfathers of Charles
533,The fathers of Becky haven't left a lot of glaciers.,The fathers of Becky hasn't left a lot of glaciers.,The fathers of Becky,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,533,fathers,The fathers of Becky
534,The grandsons of Julia haven't obliged Veronica to reveal Dennis.,The grandsons of Julia hasn't obliged Veronica to reveal Dennis.,The grandsons of Julia,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,534,grandsons,The grandsons of Julia
535,The reports about Spain don't astound Richard.,The reports about Spain doesn't astound Richard.,The reports about Spain,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,535,reports,The reports about Spain
536,The prints of a skirt were looking like every sketch.,The prints of a skirt is looking like every sketch.,The prints of a skirt,were,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,536,prints,The prints of a skirt
537,The paintings of Ruth do disgust some university.,The paintings of Ruth does disgust some university.,The paintings of Ruth,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,537,paintings,The paintings of Ruth
538,The story about the Balkans has irritated Roger.,The story about the Balkans have irritated Roger.,The story about the Balkans,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,538,story,The story about the Balkans
539,The grandson of many adults believes Liam to clean chairs.,The grandson of many adults believe Liam to clean chairs.,The grandson of many adults,believes,believe,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,539,grandson,The grandson of many adults
540,The granddaughter of the Borgias coughs.,The granddaughter of the Borgias cough.,The granddaughter of the Borgias,coughs,cough,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,540,NA,NA
541,The drawings of every chair are disappearing.,The drawings of every chair is disappearing.,The drawings of every chair,are,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,541,drawings,The drawings of every chair
542,The books about politics don't distract Roger.,The books about politics doesn't distract Roger.,The books about politics,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,542,books,The books about politics
543,The reports about Harvard University haven't stunned Kevin.,The reports about Harvard University hasn't stunned Kevin.,The reports about Harvard University,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,543,reports,The reports about Harvard University
544,A drawing of most unicycles confuses Gerald.,A drawing of most unicycles confuse Gerald.,A drawing of most unicycles,confuses,confuse,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,544,drawing,A drawing of most unicycles
545,The pamphlets about Harvard University upset Dennis.,The pamphlets about Harvard University upsets Dennis.,The pamphlets about Harvard University,upset,upsets,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,545,pamphlets,The pamphlets about Harvard University
546,The mother of those teenagers hasn't screamed.,The mother of those teenagers haven't screamed.,The mother of those teenagers,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,546,mother,The mother of those teenagers
547,A painting of some forks does hurt Randolf.,A painting of some forks do hurt Randolf.,A painting of some forks,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,547,painting,A painting of some forks
548,The stories about Spain don't bore a lot of pedestrians.,The stories about Spain doesn't bore a lot of pedestrians.,The stories about Spain,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,548,stories,The stories about Spain
549,The pamphlets about Harvard University aren't disgusting Suzanne.,The pamphlets about Harvard University wasn't disgusting Suzanne.,The pamphlets about Harvard University,aren't,wasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,549,pamphlets,The pamphlets about Harvard University
550,A newspaper article about the Impressionists hasn't disappeared.,A newspaper article about the Impressionists haven't disappeared.,A newspaper article about the Impressionists,hasn't,haven't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,550,article,A newspaper article about the Impressionists
551,The brochures about Monet have fallen.,The brochures about Monet has fallen.,The brochures about Monet,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,551,brochures,The brochures about Monet
552,A father of adults observes Sally.,A father of adults observe Sally.,A father of adults,observes,observe,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,552,father,A father of adults
553,The brothers of David implore Wendy to conceal Theodore.,The brothers of David implores Wendy to conceal Theodore.,The brothers of David,implore,implores,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,553,brothers,The brothers of David
554,The friends of Raymond don't imagine Robert hadn't compelled Denise to wear those scarves.,The friends of Raymond doesn't imagine Robert hadn't compelled Denise to wear those scarves.,The friends of Raymond,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,554,friends,The friends of Raymond
555,The granddaughters of Bill don't spin around.,The granddaughters of Bill doesn't spin around.,The granddaughters of Bill,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,555,granddaughters,The granddaughters of Bill
556,The prints of Naomi do irritate Tiffany.,The prints of Naomi does irritate Tiffany.,The prints of Naomi,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,556,prints,The prints of Naomi
557,The documentaries about Spain do disgust Sally.,The documentaries about Spain does disgust Sally.,The documentaries about Spain,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,557,documentaries,The documentaries about Spain
558,A picture of those turtles doesn't worry Charles.,A picture of those turtles don't worry Charles.,A picture of those turtles,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,558,picture,A picture of those turtles
559,The grandfathers of Ella scare Steven.,The grandfathers of Ella scares Steven.,The grandfathers of Ella,scare,scares,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,559,grandfathers,The grandfathers of Ella
560,The grandsons of Carol were disappearing.,The grandsons of Carol is disappearing.,The grandsons of Carol,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,560,grandsons,The grandsons of Carol
561,The print of all sweaters does irritate these ladies.,The print of all sweaters do irritate these ladies.,The print of all sweaters,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,561,print,The print of all sweaters
562,The cousins of Diana don't sing.,The cousins of Diana doesn't sing.,The cousins of Diana,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,562,cousins,The cousins of Diana
563,A mother of a lot of drivers wasn't requiring every legislature to appreciate some high school.,A mother of a lot of drivers weren't requiring every legislature to appreciate some high school.,A mother of a lot of drivers,wasn't,weren't,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,563,mother,A mother of a lot of drivers
564,The paintings of this light stun the company.,The paintings of this light stuns the company.,The paintings of this light,stun,stuns,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,564,paintings,The paintings of this light
565,The sister of doctors writes.,The sister of doctors write.,The sister of doctors,writes,write,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,565,sister,The sister of doctors
566,A show about the Clintons doesn't astound Homer.,A show about the Clintons don't astound Homer.,A show about the Clintons,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,566,show,A show about the Clintons
567,A report about current events hasn't bored Heidi.,A report about current events haven't bored Heidi.,A report about current events,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,567,report,A report about current events
568,The newspaper articles about Harvard University aren't embarrassing Beverly.,The newspaper articles about Harvard University isn't embarrassing Beverly.,The newspaper articles about Harvard University,aren't,isn't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,568,articles,The newspaper articles about Harvard University
