,Sentence_good,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,target
503,The cafe Lula and Sarah went to had a pear. Lula gave it to Sarah,The cafe Lula and Sarah went to had a pear. Lula gave it to,Sarah,Lula,Sarah
504,"Afterwards, Amanda and Velma went to the school. Velma gave a raspberry to Amanda","Afterwards, Amanda and Velma went to the school. Velma gave a raspberry to",Amanda,Velma,Amanda
505,"Afterwards, Fannie and Jerry went to the river. Fannie gave a cherry to Jerry","Afterwards, Fannie and Jerry went to the river. Fannie gave a cherry to",Jerry,Fannie,Jerry
506,"When Mattie and Miriam got a blackberry at the desert, Miriam decided to give it to Mattie","When Mattie and Miriam got a blackberry at the desert, Miriam decided to give it to",Mattie,Miriam,Mattie
507,The desert Kevin and Nellie went to had a strawberry. Kevin gave it to Nellie,The desert Kevin and Nellie went to had a strawberry. Kevin gave it to,Nellie,Kevin,Nellie
508,"While Carmen and Kristi were commuting to the cafe, Kristi gave a papaya to Carmen","While Carmen and Kristi were commuting to the cafe, Kristi gave a papaya to",Carmen,Kristi,Carmen
509,"After Marilyn and Juana went to the gym, Marilyn gave a strawberry to Juana","After Marilyn and Juana went to the gym, Marilyn gave a strawberry to",Juana,Marilyn,Juana
510,"While Melanie and Sophia were commuting to the bar, Sophia gave a honeydew to Melanie","While Melanie and Sophia were commuting to the bar, Sophia gave a honeydew to",Melanie,Sophia,Melanie
511,"After the lunch, Mona and Chelsea went to the library. Mona gave a coconut to Chelsea","After the lunch, Mona and Chelsea went to the library. Mona gave a coconut to",Chelsea,Mona,Chelsea
512,"Then, Rosa and Erika had a lot of fun at the mountain. Erika gave a kiwi to Rosa","Then, Rosa and Erika had a lot of fun at the mountain. Erika gave a kiwi to",Rosa,Erika,Rosa
513,"After the lunch, Violet and Theresa went to the school. Violet gave a pineapple to Theresa","After the lunch, Violet and Theresa went to the school. Violet gave a pineapple to",Theresa,Violet,Theresa
514,"Then, Dianne and Grace were working at the desert. Grace decided to give a blueberry to Dianne","Then, Dianne and Grace were working at the desert. Grace decided to give a blueberry to",Dianne,Grace,Dianne
515,"Afterwards, Mona and Evelyn went to the mountain. Mona gave a blueberry to Evelyn","Afterwards, Mona and Evelyn went to the mountain. Mona gave a blueberry to",Evelyn,Mona,Evelyn
516,"After Carmen and Gwen went to the cave, Gwen gave a orange to Carmen","After Carmen and Gwen went to the cave, Gwen gave a orange to",Carmen,Gwen,Carmen
517,"When Kristina and Theresa got a cherry at the park, Kristina decided to give the cherry to Theresa","When Kristina and Theresa got a cherry at the park, Kristina decided to give the cherry to",Theresa,Kristina,Theresa
518,"Afterwards, Paula and Violet went to the cafe. Violet gave a blueberry to Paula","Afterwards, Paula and Violet went to the cafe. Violet gave a blueberry to",Paula,Violet,Paula
519,"Then, Agnes and Jessie had a lot of fun at the shop. Agnes gave a cantaloupe to Jessie","Then, Agnes and Jessie had a lot of fun at the shop. Agnes gave a cantaloupe to",Jessie,Agnes,Jessie
520,"While Deanna and Estelle were working at the cafe, Estelle gave a papaya to Deanna","While Deanna and Estelle were working at the cafe, Estelle gave a papaya to",Deanna,Estelle,Deanna
521,"Then, Kevin and Diana had a lot of fun at the cafe. Kevin gave a grape to Diana","Then, Kevin and Diana had a lot of fun at the cafe. Kevin gave a grape to",Diana,Kevin,Diana
522,"Then, Evelyn and Kelly were thinking about going to the school. Kelly wanted to give a blueberry to Evelyn","Then, Evelyn and Kelly were thinking about going to the school. Kelly wanted to give a blueberry to",Evelyn,Kelly,Evelyn
523,"Afterwards, Sophia and Jacqueline went to the store. Sophia gave a cherry to Jacqueline","Afterwards, Sophia and Jacqueline went to the store. Sophia gave a cherry to",Jacqueline,Sophia,Jacqueline
524,Friends Heidi and Erika found a pear at the park. Erika gave it to Heidi,Friends Heidi and Erika found a pear at the park. Erika gave it to,Heidi,Erika,Heidi
525,"After the lunch, Eleanor and Brian went to the store. Eleanor gave a blueberry to Brian","After the lunch, Eleanor and Brian went to the store. Eleanor gave a blueberry to",Brian,Eleanor,Brian
526,Friends Amanda and Rachel found a pineapple at the bar. Rachel gave it to Amanda,Friends Amanda and Rachel found a pineapple at the bar. Rachel gave it to,Amanda,Rachel,Amanda
527,The theater Yvette and Rosemarie went to had a kiwi. Yvette gave it to Rosemarie,The theater Yvette and Rosemarie went to had a kiwi. Yvette gave it to,Rosemarie,Yvette,Rosemarie
528,"When Sheila and Irma got a banana at the beach, Irma decided to give it to Sheila","When Sheila and Irma got a banana at the beach, Irma decided to give it to",Sheila,Irma,Sheila
529,"After the lunch, Ethel and Sheila went to the park. Ethel gave a plum to Sheila","After the lunch, Ethel and Sheila went to the park. Ethel gave a plum to",Sheila,Ethel,Sheila
530,"Then, Mildred and Robin had a lot of fun at the gym. Robin gave a cherry to Mildred","Then, Mildred and Robin had a lot of fun at the gym. Robin gave a cherry to",Mildred,Robin,Mildred
531,"While Erika and Sheila were commuting to the home, Erika gave a plum to Sheila","While Erika and Sheila were commuting to the home, Erika gave a plum to",Sheila,Erika,Sheila
532,"Then, Mildred and Yvette had a lot of fun at the market. Yvette gave a blackberry to Mildred","Then, Mildred and Yvette had a lot of fun at the market. Yvette gave a blackberry to",Mildred,Yvette,Mildred
533,"Then, Lula and Deanna were thinking about going to the lake. Lula wanted to give a pear to Deanna","Then, Lula and Deanna were thinking about going to the lake. Lula wanted to give a pear to",Deanna,Lula,Deanna
534,"Then, Diana and Agnes went to the lake. Agnes gave a peach to Diana","Then, Diana and Agnes went to the lake. Agnes gave a peach to",Diana,Agnes,Diana
535,The gym Kari and Chelsea went to had a honeydew. Kari gave it to Chelsea,The gym Kari and Chelsea went to had a honeydew. Kari gave it to,Chelsea,Kari,Chelsea
536,"When Ginger and Carol got a pear at the park, Carol decided to give the pear to Ginger","When Ginger and Carol got a pear at the park, Carol decided to give the pear to",Ginger,Carol,Ginger
537,"After the lunch, Jody and Mattie went to the museum. Jody gave a blackberry to Mattie","After the lunch, Jody and Mattie went to the museum. Jody gave a blackberry to",Mattie,Jody,Mattie
538,"Then, Sheila and Natasha were working at the river. Natasha decided to give a banana to Sheila","Then, Sheila and Natasha were working at the river. Natasha decided to give a banana to",Sheila,Natasha,Sheila
539,"After the lunch, Fannie and Loretta went to the beach. Fannie gave a honeydew to Loretta","After the lunch, Fannie and Loretta went to the beach. Fannie gave a honeydew to",Loretta,Fannie,Loretta
540,"Then, Sarah and Carol had a lot of fun at the shop. Carol gave a apple to Sarah","Then, Sarah and Carol had a lot of fun at the shop. Carol gave a apple to",Sarah,Carol,Sarah
541,"Afterwards, Megan and Ginger went to the zoo. Megan gave a plum to Ginger","Afterwards, Megan and Ginger went to the zoo. Megan gave a plum to",Ginger,Megan,Ginger
542,Friends Virginia and Eleanor found a pineapple at the gym. Eleanor gave it to Virginia,Friends Virginia and Eleanor found a pineapple at the gym. Eleanor gave it to,Virginia,Eleanor,Virginia
543,"Then, Martha and Carmen were working at the forest. Martha decided to give a pineapple to Carmen","Then, Martha and Carmen were working at the forest. Martha decided to give a pineapple to",Carmen,Martha,Carmen
544,"Afterwards, Anita and Ethel went to the school. Ethel gave a papaya to Anita","Afterwards, Anita and Ethel went to the school. Ethel gave a papaya to",Anita,Ethel,Anita
545,"After the lunch, Mona and Carmen went to the theater. Mona gave a strawberry to Carmen","After the lunch, Mona and Carmen went to the theater. Mona gave a strawberry to",Carmen,Mona,Carmen
546,"Then, Harriet and Irma were working at the museum. Irma decided to give a grape to Harriet","Then, Harriet and Irma were working at the museum. Irma decided to give a grape to",Harriet,Irma,Harriet
547,"While Lula and Sheila were working at the store, Lula gave a kiwi to Sheila","While Lula and Sheila were working at the store, Lula gave a kiwi to",Sheila,Lula,Sheila
548,"When Juana and Martha got a kiwi at the forest, Martha decided to give the kiwi to Juana","When Juana and Martha got a kiwi at the forest, Martha decided to give the kiwi to",Juana,Martha,Juana
549,"Then, Jessica and Mildred had a lot of fun at the lake. Jessica gave a papaya to Mildred","Then, Jessica and Mildred had a lot of fun at the lake. Jessica gave a papaya to",Mildred,Jessica,Mildred
550,"While Carmen and Stacey were commuting to the bar, Stacey gave a mango to Carmen","While Carmen and Stacey were commuting to the bar, Stacey gave a mango to",Carmen,Stacey,Carmen
551,"After Agnes and Alyssa went to the market, Agnes gave a pineapple to Alyssa","After Agnes and Alyssa went to the market, Agnes gave a pineapple to",Alyssa,Agnes,Alyssa
552,"Afterwards, Heidi and Teresa went to the bar. Teresa gave a papaya to Heidi","Afterwards, Heidi and Teresa went to the bar. Teresa gave a papaya to",Heidi,Teresa,Heidi
553,"While Teresa and David were working at the river, Teresa gave a plum to David","While Teresa and David were working at the river, Teresa gave a plum to",David,Teresa,David
554,"When Alicia and Jessica got a peach at the school, Jessica decided to give the peach to Alicia","When Alicia and Jessica got a peach at the school, Jessica decided to give the peach to",Alicia,Jessica,Alicia
555,Friends Jackie and Diana found a kiwi at the shop. Jackie gave it to Diana,Friends Jackie and Diana found a kiwi at the shop. Jackie gave it to,Diana,Jackie,Diana
556,"While Alyssa and Kristi were working at the museum, Kristi gave a raspberry to Alyssa","While Alyssa and Kristi were working at the museum, Kristi gave a raspberry to",Alyssa,Kristi,Alyssa
557,Friends Robin and Sheila found a papaya at the mountain. Robin gave it to Sheila,Friends Robin and Sheila found a papaya at the mountain. Robin gave it to,Sheila,Robin,Sheila
558,"After Theresa and Faye went to the theater, Faye gave a pear to Theresa","After Theresa and Faye went to the theater, Faye gave a pear to",Theresa,Faye,Theresa
559,"When Gwen and Sheila got a strawberry at the forest, Gwen decided to give the strawberry to Sheila","When Gwen and Sheila got a strawberry at the forest, Gwen decided to give the strawberry to",Sheila,Gwen,Sheila
560,Friends Loretta and Jessica found a strawberry at the theater. Jessica gave it to Loretta,Friends Loretta and Jessica found a strawberry at the theater. Jessica gave it to,Loretta,Jessica,Loretta
561,Friends Teresa and David found a honeydew at the river. Teresa gave it to David,Friends Teresa and David found a honeydew at the river. Teresa gave it to,David,Teresa,David
562,"After Brian and Martha went to the desert, Martha gave a pear to Brian","After Brian and Martha went to the desert, Martha gave a pear to",Brian,Martha,Brian
563,"When Velma and Kathryn got a banana at the desert, Velma decided to give the banana to Kathryn","When Velma and Kathryn got a banana at the desert, Velma decided to give the banana to",Kathryn,Velma,Kathryn
564,"While Jacqueline and Kevin were working at the school, Kevin gave a apple to Jacqueline","While Jacqueline and Kevin were working at the school, Kevin gave a apple to",Jacqueline,Kevin,Jacqueline
565,"While Mona and Rosa were commuting to the river, Mona gave a grape to Rosa","While Mona and Rosa were commuting to the river, Mona gave a grape to",Rosa,Mona,Rosa
566,"While Sheila and Shannon were working at the river, Shannon gave a cantaloupe to Sheila","While Sheila and Shannon were working at the river, Shannon gave a cantaloupe to",Sheila,Shannon,Sheila
567,"After the lunch, Martha and Juana went to the gym. Martha gave a banana to Juana","After the lunch, Martha and Juana went to the gym. Martha gave a banana to",Juana,Martha,Juana
568,"Then, Theresa and Inez had a lot of fun at the river. Inez gave a mango to Theresa","Then, Theresa and Inez had a lot of fun at the river. Inez gave a mango to",Theresa,Inez,Theresa
569,"After Suzanne and Mark went to the museum, Suzanne gave a strawberry to Mark","After Suzanne and Mark went to the museum, Suzanne gave a strawberry to",Mark,Suzanne,Mark
570,"Then, Jerry and Kristi had a lot of fun at the beach. Kristi gave a banana to Jerry","Then, Jerry and Kristi had a lot of fun at the beach. Kristi gave a banana to",Jerry,Kristi,Jerry
571,"While Kristina and Chelsea were working at the cave, Kristina gave a banana to Chelsea","While Kristina and Chelsea were working at the cave, Kristina gave a banana to",Chelsea,Kristina,Chelsea
572,"Afterwards, Charlene and Marilyn went to the library. Marilyn gave a kiwi to Charlene","Afterwards, Charlene and Marilyn went to the library. Marilyn gave a kiwi to",Charlene,Marilyn,Charlene
573,"Then, Pauline and Anne were thinking about going to the cave. Pauline wanted to give a strawberry to Anne","Then, Pauline and Anne were thinking about going to the cave. Pauline wanted to give a strawberry to",Anne,Pauline,Anne
574,The lake Theresa and Geneva went to had a cherry. Geneva gave it to Theresa,The lake Theresa and Geneva went to had a cherry. Geneva gave it to,Theresa,Geneva,Theresa
575,"While Jackie and Mildred were commuting to the park, Jackie gave a mango to Mildred","While Jackie and Mildred were commuting to the park, Jackie gave a mango to",Mildred,Jackie,Mildred
576,"Then, Loretta and Natasha went to the river. Natasha gave a kiwi to Loretta","Then, Loretta and Natasha went to the river. Natasha gave a kiwi to",Loretta,Natasha,Loretta
577,"Then, Lee and Melanie had a lot of fun at the home. Lee gave a pear to Melanie","Then, Lee and Melanie had a lot of fun at the home. Lee gave a pear to",Melanie,Lee,Melanie
578,The cafe Susan and Geneva went to had a kiwi. Geneva gave it to Susan,The cafe Susan and Geneva went to had a kiwi. Geneva gave it to,Susan,Geneva,Susan
579,"While Martha and Paula were commuting to the forest, Martha gave a plum to Paula","While Martha and Paula were commuting to the forest, Martha gave a plum to",Paula,Martha,Paula
580,The mountain Amanda and Jessica went to had a blueberry. Jessica gave it to Amanda,The mountain Amanda and Jessica went to had a blueberry. Jessica gave it to,Amanda,Jessica,Amanda
581,"Then, Pauline and Stacy had a lot of fun at the cave. Pauline gave a papaya to Stacy","Then, Pauline and Stacy had a lot of fun at the cave. Pauline gave a papaya to",Stacy,Pauline,Stacy
582,"When Alicia and Inez got a pear at the mountain, Inez decided to give the pear to Alicia","When Alicia and Inez got a pear at the mountain, Inez decided to give the pear to",Alicia,Inez,Alicia
583,Friends Estelle and Deanna found a kiwi at the bar. Estelle gave it to Deanna,Friends Estelle and Deanna found a kiwi at the bar. Estelle gave it to,Deanna,Estelle,Deanna
584,"When Sheila and Martha got a pear at the lake, Martha decided to give the pear to Sheila","When Sheila and Martha got a pear at the lake, Martha decided to give the pear to",Sheila,Martha,Sheila
585,"When Natasha and Theresa got a grape at the market, Natasha decided to give it to Theresa","When Natasha and Theresa got a grape at the market, Natasha decided to give it to",Theresa,Natasha,Theresa
586,"While Stacy and Melissa were working at the home, Melissa gave a apple to Stacy","While Stacy and Melissa were working at the home, Melissa gave a apple to",Stacy,Melissa,Stacy
587,"Afterwards, Inez and Juana went to the school. Inez gave a pear to Juana","Afterwards, Inez and Juana went to the school. Inez gave a pear to",Juana,Inez,Juana
588,"Then, Charlene and Kristi went to the forest. Kristi gave a pear to Charlene","Then, Charlene and Kristi went to the forest. Kristi gave a pear to",Charlene,Kristi,Charlene
589,"Then, Maggie and Charlene were working at the beach. Maggie decided to give a honeydew to Charlene","Then, Maggie and Charlene were working at the beach. Maggie decided to give a honeydew to",Charlene,Maggie,Charlene
590,"When Loretta and Eleanor got a apple at the lake, Eleanor decided to give it to Loretta","When Loretta and Eleanor got a apple at the lake, Eleanor decided to give it to",Loretta,Eleanor,Loretta
591,"After the lunch, Megan and Melanie went to the cafe. Megan gave a raspberry to Melanie","After the lunch, Megan and Melanie went to the cafe. Megan gave a raspberry to",Melanie,Megan,Melanie
592,"Then, Jessie and Sonia were working at the park. Sonia decided to give a mango to Jessie","Then, Jessie and Sonia were working at the park. Sonia decided to give a mango to",Jessie,Sonia,Jessie
593,"Then, Maggie and Wilma went to the shop. Maggie gave a strawberry to Wilma","Then, Maggie and Wilma went to the shop. Maggie gave a strawberry to",Wilma,Maggie,Wilma
594,"When Sheila and Leigh got a blackberry at the theater, Leigh decided to give it to Sheila","When Sheila and Leigh got a blackberry at the theater, Leigh decided to give it to",Sheila,Leigh,Sheila
595,Friends Kristina and Kim found a watermelon at the beach. Kristina gave it to Kim,Friends Kristina and Kim found a watermelon at the beach. Kristina gave it to,Kim,Kristina,Kim
596,"Then, Alyssa and Melissa had a lot of fun at the forest. Melissa gave a pear to Alyssa","Then, Alyssa and Melissa had a lot of fun at the forest. Melissa gave a pear to",Alyssa,Melissa,Alyssa
597,"When Irma and Doris got a watermelon at the forest, Irma decided to give it to Doris","When Irma and Doris got a watermelon at the forest, Irma decided to give it to",Doris,Irma,Doris
598,"When Anne and Rachel got a blueberry at the lake, Rachel decided to give the blueberry to Anne","When Anne and Rachel got a blueberry at the lake, Rachel decided to give the blueberry to",Anne,Rachel,Anne
599,"When Irma and Stacy got a cantaloupe at the cafe, Irma decided to give the cantaloupe to Stacy","When Irma and Stacy got a cantaloupe at the cafe, Irma decided to give the cantaloupe to",Stacy,Irma,Stacy
600,"Afterwards, Harriet and Teresa went to the mountain. Teresa gave a pear to Harriet","Afterwards, Harriet and Teresa went to the mountain. Teresa gave a pear to",Harriet,Teresa,Harriet
601,"While Rachel and Paula were working at the theater, Rachel gave a pineapple to Paula","While Rachel and Paula were working at the theater, Rachel gave a pineapple to",Paula,Rachel,Paula
602,"While Kathryn and Alice were commuting to the gym, Alice gave a kiwi to Kathryn","While Kathryn and Alice were commuting to the gym, Alice gave a kiwi to",Kathryn,Alice,Kathryn
603,The beach Megan and Paula went to had a plum. Megan gave it to Paula,The beach Megan and Paula went to had a plum. Megan gave it to,Paula,Megan,Paula
604,"Then, Alicia and Stacey were working at the gym. Stacey decided to give a mango to Alicia","Then, Alicia and Stacey were working at the gym. Stacey decided to give a mango to",Alicia,Stacey,Alicia
605,"Then, Kristina and Ella were working at the school. Kristina decided to give a peach to Ella","Then, Kristina and Ella were working at the school. Kristina decided to give a peach to",Ella,Kristina,Ella
606,"When Yolanda and Natasha got a mango at the lake, Natasha decided to give the mango to Yolanda","When Yolanda and Natasha got a mango at the lake, Natasha decided to give the mango to",Yolanda,Natasha,Yolanda
607,The museum Kristi and Melanie went to had a blackberry. Kristi gave it to Melanie,The museum Kristi and Melanie went to had a blackberry. Kristi gave it to,Melanie,Kristi,Melanie
608,"Then, Kathryn and Agnes went to the forest. Agnes gave a raspberry to Kathryn","Then, Kathryn and Agnes went to the forest. Agnes gave a raspberry to",Kathryn,Agnes,Kathryn
609,"After the lunch, Kari and Kim went to the mountain. Kari gave a papaya to Kim","After the lunch, Kari and Kim went to the mountain. Kari gave a papaya to",Kim,Kari,Kim
610,The cafe Diana and Miriam went to had a plum. Miriam gave it to Diana,The cafe Diana and Miriam went to had a plum. Miriam gave it to,Diana,Miriam,Diana
611,"When Carol and Stella got a grape at the forest, Carol decided to give it to Stella","When Carol and Stella got a grape at the forest, Carol decided to give it to",Stella,Carol,Stella
612,"After the lunch, Sarah and Geneva went to the library. Geneva gave a pineapple to Sarah","After the lunch, Sarah and Geneva went to the library. Geneva gave a pineapple to",Sarah,Geneva,Sarah
613,"After the lunch, Teresa and Janet went to the river. Teresa gave a papaya to Janet","After the lunch, Teresa and Janet went to the river. Teresa gave a papaya to",Janet,Teresa,Janet
614,"Then, Charlene and Maggie had a lot of fun at the bar. Maggie gave a papaya to Charlene","Then, Charlene and Maggie had a lot of fun at the bar. Maggie gave a papaya to",Charlene,Maggie,Charlene
615,"Then, Irma and Alyssa went to the mountain. Irma gave a orange to Alyssa","Then, Irma and Alyssa went to the mountain. Irma gave a orange to",Alyssa,Irma,Alyssa
616,"Afterwards, Anne and Shannon went to the shop. Shannon gave a cantaloupe to Anne","Afterwards, Anne and Shannon went to the shop. Shannon gave a cantaloupe to",Anne,Shannon,Anne
617,"Then, Ethel and Susan were working at the mountain. Ethel decided to give a honeydew to Susan","Then, Ethel and Susan were working at the mountain. Ethel decided to give a honeydew to",Susan,Ethel,Susan
618,"When Carmen and Teresa got a mango at the cave, Teresa decided to give the mango to Carmen","When Carmen and Teresa got a mango at the cave, Teresa decided to give the mango to",Carmen,Teresa,Carmen
619,"After the lunch, Shannon and Doris went to the shop. Shannon gave a orange to Doris","After the lunch, Shannon and Doris went to the shop. Shannon gave a orange to",Doris,Shannon,Doris
620,"Then, Stacy and Jessica were thinking about going to the museum. Jessica wanted to give a plum to Stacy","Then, Stacy and Jessica were thinking about going to the museum. Jessica wanted to give a plum to",Stacy,Jessica,Stacy
621,"After the lunch, Miriam and Sarah went to the desert. Miriam gave a cherry to Sarah","After the lunch, Miriam and Sarah went to the desert. Miriam gave a cherry to",Sarah,Miriam,Sarah
622,Friends David and Jody found a papaya at the market. Jody gave it to David,Friends David and Jody found a papaya at the market. Jody gave it to,David,Jody,David
623,"Afterwards, Suzanne and Rosa went to the river. Suzanne gave a grape to Rosa","Afterwards, Suzanne and Rosa went to the river. Suzanne gave a grape to",Rosa,Suzanne,Rosa
624,"When Alicia and Irma got a strawberry at the lake, Irma decided to give it to Alicia","When Alicia and Irma got a strawberry at the lake, Irma decided to give it to",Alicia,Irma,Alicia
625,"While Leigh and Marian were working at the store, Leigh gave a papaya to Marian","While Leigh and Marian were working at the store, Leigh gave a papaya to",Marian,Leigh,Marian
626,"After Jerry and Teresa went to the bar, Teresa gave a banana to Jerry","After Jerry and Teresa went to the bar, Teresa gave a banana to",Jerry,Teresa,Jerry
627,"When Yvette and Nellie got a peach at the river, Yvette decided to give it to Nellie","When Yvette and Nellie got a peach at the river, Yvette decided to give it to",Nellie,Yvette,Nellie
628,"While Juana and Kari were commuting to the market, Kari gave a blackberry to Juana","While Juana and Kari were commuting to the market, Kari gave a blackberry to",Juana,Kari,Juana
629,"Then, Irma and Alicia had a lot of fun at the theater. Irma gave a raspberry to Alicia","Then, Irma and Alicia had a lot of fun at the theater. Irma gave a raspberry to",Alicia,Irma,Alicia
630,"While Mark and Inez were working at the store, Inez gave a watermelon to Mark","While Mark and Inez were working at the store, Inez gave a watermelon to",Mark,Inez,Mark
631,"Then, Jackie and Jacqueline were working at the school. Jackie decided to give a banana to Jacqueline","Then, Jackie and Jacqueline were working at the school. Jackie decided to give a banana to",Jacqueline,Jackie,Jacqueline
632,"While Stella and Mona were working at the mountain, Mona gave a strawberry to Stella","While Stella and Mona were working at the mountain, Mona gave a strawberry to",Stella,Mona,Stella
633,"Then, Kristina and Kathryn were working at the home. Kristina decided to give a papaya to Kathryn","Then, Kristina and Kathryn were working at the home. Kristina decided to give a papaya to",Kathryn,Kristina,Kathryn
634,"While Rosa and Grace were commuting to the cafe, Grace gave a blackberry to Rosa","While Rosa and Grace were commuting to the cafe, Grace gave a blackberry to",Rosa,Grace,Rosa
635,"Afterwards, Megan and Lorraine went to the school. Megan gave a pear to Lorraine","Afterwards, Megan and Lorraine went to the school. Megan gave a pear to",Lorraine,Megan,Lorraine
636,"Then, Theresa and Jody went to the gym. Jody gave a pear to Theresa","Then, Theresa and Jody went to the gym. Jody gave a pear to",Theresa,Jody,Theresa
637,"When Gwen and Nellie got a cantaloupe at the desert, Gwen decided to give it to Nellie","When Gwen and Nellie got a cantaloupe at the desert, Gwen decided to give it to",Nellie,Gwen,Nellie
638,"After Mark and Kristina went to the store, Kristina gave a blueberry to Mark","After Mark and Kristina went to the store, Kristina gave a blueberry to",Mark,Kristina,Mark
639,"While Sophia and Theresa were working at the library, Sophia gave a pineapple to Theresa","While Sophia and Theresa were working at the library, Sophia gave a pineapple to",Theresa,Sophia,Theresa
640,"When Rosa and Teresa got a banana at the zoo, Teresa decided to give the banana to Rosa","When Rosa and Teresa got a banana at the zoo, Teresa decided to give the banana to",Rosa,Teresa,Rosa
641,"Then, Pauline and Kim were working at the home. Pauline decided to give a cherry to Kim","Then, Pauline and Kim were working at the home. Pauline decided to give a cherry to",Kim,Pauline,Kim
642,The library Yolanda and Bernadette went to had a pineapple. Bernadette gave it to Yolanda,The library Yolanda and Bernadette went to had a pineapple. Bernadette gave it to,Yolanda,Bernadette,Yolanda
643,"While Yvette and Stella were commuting to the museum, Yvette gave a banana to Stella","While Yvette and Stella were commuting to the museum, Yvette gave a banana to",Stella,Yvette,Stella
644,"Then, Jessie and Megan were thinking about going to the market. Megan wanted to give a watermelon to Jessie","Then, Jessie and Megan were thinking about going to the market. Megan wanted to give a watermelon to",Jessie,Megan,Jessie
645,"After the lunch, Leigh and Evelyn went to the theater. Leigh gave a strawberry to Evelyn","After the lunch, Leigh and Evelyn went to the theater. Leigh gave a strawberry to",Evelyn,Leigh,Evelyn
646,The forest Janet and Pauline went to had a kiwi. Pauline gave it to Janet,The forest Janet and Pauline went to had a kiwi. Pauline gave it to,Janet,Pauline,Janet
647,"Then, Melissa and Evelyn were working at the cave. Melissa decided to give a kiwi to Evelyn","Then, Melissa and Evelyn were working at the cave. Melissa decided to give a kiwi to",Evelyn,Melissa,Evelyn
648,"After Stella and Jody went to the store, Jody gave a watermelon to Stella","After Stella and Jody went to the store, Jody gave a watermelon to",Stella,Jody,Stella
649,"Then, Natasha and Amanda were thinking about going to the mountain. Natasha wanted to give a mango to Amanda","Then, Natasha and Amanda were thinking about going to the mountain. Natasha wanted to give a mango to",Amanda,Natasha,Amanda
650,"While Juana and Kari were commuting to the museum, Kari gave a peach to Juana","While Juana and Kari were commuting to the museum, Kari gave a peach to",Juana,Kari,Juana
651,"After the lunch, Eleanor and Janet went to the mountain. Eleanor gave a mango to Janet","After the lunch, Eleanor and Janet went to the mountain. Eleanor gave a mango to",Janet,Eleanor,Janet
652,"Then, Mildred and Lee were thinking about going to the bar. Lee wanted to give a pear to Mildred","Then, Mildred and Lee were thinking about going to the bar. Lee wanted to give a pear to",Mildred,Lee,Mildred
653,"When Kristina and Ella got a plum at the park, Kristina decided to give the plum to Ella","When Kristina and Ella got a plum at the park, Kristina decided to give the plum to",Ella,Kristina,Ella
654,The museum Ginger and Jessica went to had a grape. Jessica gave it to Ginger,The museum Ginger and Jessica went to had a grape. Jessica gave it to,Ginger,Jessica,Ginger
655,"While Leigh and Amanda were commuting to the mountain, Leigh gave a pear to Amanda","While Leigh and Amanda were commuting to the mountain, Leigh gave a pear to",Amanda,Leigh,Amanda
656,"Then, Nellie and Richard had a lot of fun at the museum. Richard gave a strawberry to Nellie","Then, Nellie and Richard had a lot of fun at the museum. Richard gave a strawberry to",Nellie,Richard,Nellie
657,"Afterwards, Marilyn and Susan went to the beach. Marilyn gave a raspberry to Susan","Afterwards, Marilyn and Susan went to the beach. Marilyn gave a raspberry to",Susan,Marilyn,Susan
658,Friends Ella and Suzanne found a blueberry at the theater. Suzanne gave it to Ella,Friends Ella and Suzanne found a blueberry at the theater. Suzanne gave it to,Ella,Suzanne,Ella
659,"While Sonia and Angie were working at the gym, Sonia gave a honeydew to Angie","While Sonia and Angie were working at the gym, Sonia gave a honeydew to",Angie,Sonia,Angie
660,"Then, Mildred and Natasha were working at the cafe. Natasha decided to give a apple to Mildred","Then, Mildred and Natasha were working at the cafe. Natasha decided to give a apple to",Mildred,Natasha,Mildred
661,"Then, Inez and Jerry went to the library. Inez gave a pear to Jerry","Then, Inez and Jerry went to the library. Inez gave a pear to",Jerry,Inez,Jerry
662,"While Angie and Yvette were working at the bar, Yvette gave a strawberry to Angie","While Angie and Yvette were working at the bar, Yvette gave a strawberry to",Angie,Yvette,Angie
663,Friends Kevin and Mark found a apple at the park. Kevin gave it to Mark,Friends Kevin and Mark found a apple at the park. Kevin gave it to,Mark,Kevin,Mark
664,"Then, Ginger and Sophia had a lot of fun at the cave. Sophia gave a grape to Ginger","Then, Ginger and Sophia had a lot of fun at the cave. Sophia gave a grape to",Ginger,Sophia,Ginger
665,"After Agnes and Jerry went to the river, Agnes gave a banana to Jerry","After Agnes and Jerry went to the river, Agnes gave a banana to",Jerry,Agnes,Jerry
666,"After the lunch, Brian and Mona went to the school. Mona gave a blueberry to Brian","After the lunch, Brian and Mona went to the school. Mona gave a blueberry to",Brian,Mona,Brian
667,"Then, Kristi and Susan were working at the desert. Kristi decided to give a blackberry to Susan","Then, Kristi and Susan were working at the desert. Kristi decided to give a blackberry to",Susan,Kristi,Susan
668,"After the lunch, Kathryn and Violet went to the cafe. Violet gave a orange to Kathryn","After the lunch, Kathryn and Violet went to the cafe. Violet gave a orange to",Kathryn,Violet,Kathryn
669,"Afterwards, Erika and Yolanda went to the market. Erika gave a watermelon to Yolanda","Afterwards, Erika and Yolanda went to the market. Erika gave a watermelon to",Yolanda,Erika,Yolanda
